,incident_num,lat,lng
277,E18010000295,32.801525,-117.251163
278,E18010000296,32.747459,-117.153453
279,E18010000297,32.815680,-117.270719
280,E18010000298,32.583216,-117.089468
281,E18010000299,32.711542,-117.118682
282,E18010000300,32.797728,-117.251699
283,E18010000302,32.713613,-117.161063
284,E18010000303,32.710600,-117.160410
285,E18010000304,32.748549,-117.126441
286,E18010000305,32.699626,-117.127341
287,E18010000306,32.716849,-117.161097
288,E18010000307,32.776806,-117.151773
289,E18010000308,32.699247,-117.083031
290,E18010000309,32.749661,-117.104474
291,E18010000310,32.726061,-117.102969
292,E18010000311,32.829350,-117.261693
293,E18010000312,32.731232,-117.161241
294,E18010000313,32.693966,-117.114585
295,E18010000314,32.784398,-117.252852
296,E18010000315,32.749540,-117.089604
297,E18010000316,32.797069,-117.253590
298,E18010000317,32.729567,-117.243630
299,E18010000318,32.745618,-117.126083
300,E18010000319,32.710600,-117.160410
301,E18010000320,32.797646,-117.255630
302,E18010000321,32.755417,-117.204985
303,E18010000322,32.741471,-117.163971
304,E18010000323,32.703247,-117.133843
305,E18010000324,32.755657,-117.141070
306,E18010000325,32.715738,-117.161084
307,E18010000326,32.746631,-117.210238
308,E18010000327,32.797759,-117.250005
309,E18010000328,32.733031,-117.086802
310,E18010000329,32.715738,-117.161084
311,E18010000330,32.712763,-117.160160
312,E18010000331,32.745475,-117.122112
313,E18010000332,32.750225,-117.248171
314,E18010000333,32.917668,-117.163056
315,E18010000334,32.704380,-117.093381
316,E18010000335,32.722910,-117.087114
317,E18010000336,32.751420,-117.247170
318,E18010000337,32.881006,-117.212162
319,E18010000339,32.749643,-117.104474
320,E18010000340,32.728242,-117.162091
321,E18010000341,32.751506,-117.244211
322,E18010000342,32.712462,-117.149461
323,E18010000343,32.760683,-117.114143
324,E18010000345,32.711418,-117.065797
325,E18010000346,32.731392,-117.160285
326,E18010000347,32.834551,-117.191539
327,E18010000348,32.685800,-117.105910
328,E18010000349,32.564250,-117.084970
329,E18010000350,32.689412,-117.085566
330,E18010000351,32.747870,-117.252697
331,E18010000353,32.576077,-117.022651
332,E18010000355,32.793409,-117.246685
333,E18010000356,32.802021,-117.253259
334,E18010000357,32.574529,-117.029231
335,E18010000358,32.744047,-117.104533
336,E18010000359,32.755409,-117.101140
337,E18010000360,32.763085,-117.060658
338,E18010000361,32.715945,-117.164017
339,E18010000362,32.730803,-117.160470
340,E18010000363,32.720071,-117.163944
341,E18010000364,32.782554,-117.235145
342,E18010000365,32.746410,-117.153454
343,E18010000366,32.709518,-117.039279
344,E18010000369,32.700712,-117.104129
345,E18010000370,32.955436,-117.228102
346,E18010000371,32.798046,-117.244214
347,E18010000372,32.934716,-117.237158
348,E18010000373,32.700712,-117.104129
349,E18010000374,32.752197,-117.146275
350,E18010000375,32.757308,-117.083611
351,E18010000376,32.703303,-117.080648
352,E18010000377,32.739250,-117.119055
353,E18010000378,32.961761,-117.119571
354,E18010000379,32.712400,-117.154674
355,E18010000380,32.715945,-117.164017
356,E18010000381,32.715740,-117.160168
357,E18010000382,32.730620,-117.159409
358,E18010000383,32.580131,-117.080640
359,E18010000385,32.763376,-117.122871
360,E18010000386,32.803517,-117.255644
361,E18010000387,32.705981,-117.103035
362,E18010000389,32.710600,-117.160410
363,E18010000390,32.736707,-117.123093
364,E18010000391,32.711697,-117.160420
365,E18010000392,32.736565,-117.122356
366,E18010000393,32.708357,-117.160118
367,E18010000394,32.709652,-117.101361
368,E18010000395,32.811828,-117.263576
369,E18010000396,32.715945,-117.164017
370,E18010000397,32.706002,-117.078689
371,E18010000398,32.707586,-117.160287
372,E18010000399,32.715087,-117.097831
373,E18010000400,32.784211,-117.236333
374,E18010000401,32.754985,-117.214802
375,E18010000402,32.800650,-117.154586
376,E18010000403,32.695367,-117.093731
377,E18010000404,32.745027,-117.247615
378,E18010000405,32.580543,-117.074900
379,E18010000406,32.545300,-117.030612
380,E18010000407,32.717984,-117.163998
381,E18010000408,32.709558,-117.159488
382,E18010000409,32.758818,-117.065455
383,E18010000410,32.694674,-117.100172
384,E18010000411,32.556937,-117.044618
385,E18010000412,32.714844,-117.155777
386,E18010000413,32.738989,-117.177456
387,E18010000414,32.710528,-117.140238
388,E18010000415,32.797688,-117.219486
389,E18010000416,32.692690,-117.102484
390,E18010000417,32.755210,-117.103999
391,E18010000418,32.715945,-117.164017
392,E18010000419,32.779124,-117.134137
393,E18010000420,32.811799,-117.200921
394,E18010000421,32.740842,-117.083060
395,E18010000422,32.794141,-117.194846
396,E18010000423,32.711509,-117.097873
397,E18010000424,32.744048,-117.102298
398,E18010000425,32.750216,-117.232728
399,E18010000426,32.721023,-117.171900
400,E18010000427,32.770767,-117.076461
401,E18010000428,32.901887,-117.177182
402,E18010000429,32.788068,-117.157632
403,E18010000430,32.763170,-117.167850
404,E18010000431,32.746952,-117.161613
405,E18010000433,32.713806,-117.097448
406,E18010000434,32.721023,-117.171900
407,E18010000435,32.788068,-117.157632
408,E18010000436,32.744959,-117.250060
409,E18010000437,32.777642,-117.058757
410,E18010000438,32.709573,-117.125267
411,E18010000439,32.545300,-117.030612
412,E18010000440,32.730620,-117.159409
413,E18010000442,32.749661,-117.104474
414,E18010000443,32.792205,-117.243320
415,E18010000444,32.703281,-117.125204
416,E18010000445,32.783555,-117.171802
417,E18010000446,32.560151,-116.945522
418,E18010000447,32.763470,-117.119695
419,E18010000448,32.801295,-117.118575
420,E18010000449,32.795853,-117.235683
421,E18010000450,32.741366,-117.250503
422,E18010000451,32.569401,-117.077976
423,E18010000452,32.708344,-117.158276
424,E18010000454,32.715787,-117.169210
425,E18010000455,32.560835,-117.043469
426,E18010000456,32.927290,-117.143999
427,E18010000457,32.742318,-117.103576
428,E18010000458,32.741774,-117.187644
429,E18010000459,32.790813,-117.169265
430,E18010000460,32.738785,-117.101219
431,E18010000461,32.747928,-117.102335
432,E18010000462,32.740109,-117.228971
433,E18010000463,32.771738,-117.076229
434,E18010000464,32.905164,-117.230750
435,E18010000465,32.751557,-117.116189
436,E18010000466,32.580543,-117.074900
437,E18010000467,32.734814,-117.093415
438,E18010000468,32.707156,-117.028105
439,E18010000469,32.860297,-117.229487
440,E18010000470,32.709430,-117.150382
441,E18010000471,32.707398,-117.138125
442,E18010000472,32.732644,-117.168471
443,E18010000473,32.702258,-117.123904
444,E18010000474,32.791496,-117.201674
445,E18010000475,32.749773,-117.088962
446,E18010000476,32.721954,-117.168293
447,E18010000477,32.748504,-117.159372
448,E18010000478,32.793299,-117.095451
449,E18010000479,32.765065,-117.086766
450,E18010000480,32.648315,-117.092483
451,E18010000481,32.565976,-117.066729
452,E18010000482,32.756666,-117.088762
453,E18010000483,32.793680,-117.254593
454,E18010000484,32.906644,-117.177106
455,E18010000485,32.709251,-117.059783
456,E18010000486,32.737159,-117.099437
457,E18010000487,32.944125,-117.088570
458,E18010000488,32.751843,-117.226697
459,E18010000489,32.743250,-117.071420
460,E18010000490,32.905164,-117.230750
461,E18010000491,32.580924,-117.030338
462,E18010000492,32.909203,-117.149307
463,E18010000494,32.744515,-117.245135
464,E18010000495,32.756187,-117.092720
465,E18010000496,32.744126,-117.250805
466,E18010000497,32.826011,-117.187949
467,E18010000498,32.718866,-117.157491
468,E18010000499,32.801114,-117.234831
469,E18010000500,32.742608,-117.244149
470,E18010000501,32.713647,-117.081684
471,E18010000502,32.715130,-117.158562
472,E18010000503,32.895229,-117.122385
473,E18010000504,32.581909,-117.082114
474,E18010000506,32.755613,-117.131263
475,E18010000507,32.560356,-117.070618
476,E18010000508,32.893783,-117.130999
477,E18010000509,32.743797,-117.138989
478,E18010000510,32.715787,-117.169210
479,E18010000511,32.761895,-117.066186
480,E18010000512,32.718877,-117.026880
481,E18010000514,32.723906,-117.167811
482,E18010000515,32.756187,-117.092720
483,E18010000517,32.798368,-117.128438
484,E18010000518,32.810648,-117.159909
485,E18010000519,33.232587,-117.032566
486,E18010000520,32.751477,-117.235988
487,E18010000521,32.909511,-117.159492
488,E18010000522,32.754269,-117.059950
489,E18010000524,32.746323,-117.119576
490,E18010000525,32.569029,-117.088779
491,E18010000526,32.755827,-117.220532
492,E18010000527,33.040627,-117.078604
493,E18010000528,32.709568,-117.125238
494,E18010000529,32.712579,-117.159215
495,E18010000530,32.754801,-117.220005
496,E18010000531,32.744204,-117.187597
497,E18010000532,32.712400,-117.154674
498,E18010000533,32.548725,-117.035212
499,E18010000534,32.847439,-117.267705
500,E18010000535,32.548725,-117.035212
501,E18010000536,32.714176,-117.129988
502,E18010000537,32.811799,-117.200921
503,E18010000538,32.708581,-117.152209
504,E18010000539,32.749759,-117.206153
505,E18010000540,32.761895,-117.066186
506,E18010000541,32.740272,-117.100926
507,E18010000542,32.755556,-117.239355
508,E18010000543,32.715844,-117.133782
509,E18010000545,32.755257,-117.107191
510,E18010000546,32.912720,-117.146806
511,E18010000547,32.865286,-116.642042
512,E18010000548,32.706530,-117.139845
513,E18010000549,32.957774,-117.211341
514,E18010000550,32.565976,-117.066729
515,E18010000551,32.711183,-117.145820
516,E18010000552,32.849212,-117.272916
517,E18010000553,32.902558,-117.243430
518,E18010000554,32.711542,-117.146718
519,E18010000555,32.565976,-117.066729
520,E18010000556,32.738989,-117.177456
521,E18010000557,32.578030,-117.045721
522,E18010000558,32.707382,-117.140213
523,E18010000559,32.773110,-117.206124
524,E18010000560,32.734747,-117.129334
525,E18010000561,32.699462,-117.118753
526,E18010000562,32.760990,-117.109565
527,E18010000563,32.710701,-117.104064
528,E18010000564,32.829102,-117.148859
529,E18010000565,32.713742,-117.159375
530,E18010000566,32.782323,-117.078855
531,E18010000567,32.836455,-117.195759
532,E18010000568,32.803692,-117.205448
533,E18010000569,32.783542,-117.127422
534,E18010000570,32.713106,-117.166967
535,E18010000571,32.814355,-117.179430
536,E18010000572,32.712716,-117.110658
537,E18010000573,32.711511,-117.165609
538,E18010000574,32.706287,-117.153437
539,E18010000575,32.749339,-117.217989
540,E18010000576,32.750315,-117.137578
541,E18010000578,32.757308,-117.083611
542,E18010000579,32.751481,-117.106947
543,E18010000581,32.801114,-117.234831
544,E18010000582,32.703817,-117.028302
545,E18010000583,32.752810,-117.226531
546,E18010000584,32.584643,-117.065701
547,E18010000585,32.569271,-117.066740
548,E18010000586,32.807972,-117.148509
549,E18010000587,32.867393,-117.198900
550,E18010000588,32.825817,-117.104031
551,E18010000589,32.823414,-117.103400
552,E18010000590,32.742154,-117.135741
553,E18010000591,32.749296,-117.072941
554,E18010000592,32.698767,-117.079733
555,E18010000593,32.709159,-117.085096
556,E18010000594,32.958179,-117.130644
557,E18010000596,32.703536,-117.036544
558,E18010000597,32.790063,-117.123995
559,E18010000598,32.885861,-117.134401
560,E18010000599,32.876846,-117.207467
561,E18010000600,32.910100,-117.113973
562,E18010000601,32.880831,-117.218213
563,E18010000602,32.735630,-117.125061
564,E18010000603,32.798695,-117.213467
565,E18010000604,32.767511,-117.080245
566,E18010000605,32.721954,-117.168293
567,E18010000606,32.768764,-117.080298
568,E18010000607,32.750123,-117.159713
569,E18010000608,32.755377,-117.137600
570,E18010000609,32.738785,-117.101219
571,E18010000610,32.776913,-117.055216
572,E18010000611,32.828726,-117.140730
573,E18010000612,32.734747,-117.129334
574,E18010000613,32.966793,-117.089829
575,E18010000614,32.706607,-117.132048
576,E18010000615,32.726509,-117.082141
577,E18010000616,32.814488,-117.225026
578,E18010000617,32.971770,-117.084195
579,E18010000618,32.731392,-117.160285
580,E18010000620,32.715825,-117.140280
581,E18010000621,32.706287,-117.153437
582,E18010000622,32.710450,-117.153852
583,E18010000623,32.735870,-117.219696
584,E18010000625,32.726579,-117.168788
585,E18010000626,32.711541,-117.152817
586,E18010000627,32.716177,-117.156539
587,E18010000628,32.748421,-117.143739
588,E18010000629,32.806503,-117.155195
589,E18010000630,32.708380,-117.154131
590,E18010000631,32.696796,-117.091197
591,E18010000632,32.789948,-117.240761
592,E18010000634,32.934034,-117.260451
593,E18010000635,32.796871,-117.255308
594,E18010000636,32.755621,-117.207401
595,E18010000638,32.948212,-117.115728
596,E18010000639,32.711542,-117.118682
597,E18010000640,32.763516,-117.046798
598,E18010000641,32.822397,-117.127456
599,E18010000642,32.754103,-117.161672
600,E18010000643,32.757183,-117.114174
601,E18010000644,32.692458,-117.055080
602,E18010000645,32.830180,-117.262856
603,E18010000646,32.711565,-117.164105
604,E18010000647,32.706287,-117.153437
605,E18010000648,32.753799,-117.218029
606,E18010000649,32.769889,-117.250940
607,E18010000650,32.745340,-117.153450
608,E18010000651,32.716081,-117.095427
609,E18010000652,32.787217,-117.235083
610,E18010000653,32.982579,-117.203472
611,E18010000654,32.582025,-117.086110
612,E18010000655,32.715738,-117.161084
613,E18010000656,32.811799,-117.200921
614,E18010000657,32.715973,-117.151728
615,E18010000658,32.733531,-117.166684
616,E18010000659,32.715851,-117.136021
617,E18010000661,32.870256,-117.240992
618,E18010000662,32.748274,-117.077226
619,E18010000663,32.895814,-117.134894
620,E18010000664,32.804511,-117.038481
621,E18010000665,32.748706,-117.197389
622,E18010000666,32.755556,-117.239355
623,E18010000667,32.569148,-117.086351
624,E18010000668,32.738785,-117.101219
625,E18010000669,32.874091,-117.209436
626,E18010000670,32.944827,-117.080808
627,E18010000671,32.551274,-117.055235
628,E18010000672,32.847661,-117.268148
629,E18010000673,32.715738,-117.161084
630,E18010000674,32.792869,-117.083250
631,E18010000675,33.033090,-117.060081
632,E18010000676,32.715738,-117.161084
633,E18010000679,32.754985,-117.214802
634,E18010000680,32.724732,-117.229103
635,E18010000681,32.703369,-117.042903
636,E18010000682,32.709251,-117.059783
637,E18010000683,32.893844,-117.194033
638,E18010000684,32.730620,-117.159409
639,E18010000685,32.552846,-117.040457
640,E18010000686,32.715738,-117.161084
641,E18010000689,32.708136,-117.070616
642,E18010000690,32.706776,-117.158267
643,E18010000691,32.754914,-117.084724
644,E18010000692,32.764107,-117.226265
645,E18010000693,32.746404,-117.154996
646,E18010000694,32.712462,-117.149461
647,E18010000695,32.737473,-117.113651
648,E18010000696,32.759150,-117.136374
649,E18010000697,32.757321,-117.128952
650,E18010000698,32.709438,-117.145819
651,E18010000699,32.777642,-117.058757
652,E18010000700,32.898363,-117.170706
653,E18010000701,32.552256,-117.044570
654,E18010000702,32.584643,-117.065701
655,E18010000703,32.834990,-117.164572
656,E18010000704,32.862004,-117.216900
657,E18010000705,32.862004,-117.216900
658,E18010000707,32.789105,-117.176073
659,E18010000708,32.797110,-117.093589
660,E18010000710,32.752932,-117.064407
661,E18010000711,32.893783,-117.130999
662,E18010000712,32.710458,-117.145811
663,E18010000714,32.840327,-117.176989
664,E18010000715,32.711537,-117.171135
665,E18010000716,32.732951,-117.088323
666,E18010000717,32.704355,-117.080728
667,E18010000718,32.774750,-117.153867
668,E18010000719,32.709159,-117.085096
669,E18010000720,32.716101,-117.168636
670,E18010000721,32.747935,-117.214261
671,E18010000722,32.785023,-117.101517
672,E18010000723,32.714798,-117.161265
673,E18010000724,32.583832,-117.061988
674,E18010000725,32.757308,-117.083611
675,E18010000726,32.745340,-117.153450
676,E18010000727,32.758619,-117.195696
677,E18010000728,32.850560,-117.188428
678,E18010000729,32.874091,-117.209436
679,E18010000730,32.752185,-117.142532
680,E18010000731,32.813179,-117.219028
681,E18010000733,32.550231,-117.046082
682,E18010000734,32.726707,-117.168806
683,E18010000735,32.834839,-117.165952
684,E18010000736,32.734632,-117.172234
685,E18010000737,33.118560,-117.119830
686,E18010000738,32.749971,-117.162777
687,E18010000739,32.849384,-117.186653
688,E18010000740,32.715963,-117.162708
689,E18010000741,32.854680,-117.204677
690,E18010000742,32.750356,-117.132650
691,E18010000743,32.698381,-117.133811
692,E18010000744,32.748612,-117.220943
693,E18010000745,32.912720,-117.146806
694,E18010000746,32.857285,-117.209690
695,E18010000747,32.780822,-117.173300
696,E18010000748,32.818806,-117.268716
697,E18010000749,32.821834,-117.155145
698,E18010000750,32.716998,-117.165055
699,E18010000751,32.688622,-117.117883
700,E18010000752,32.800676,-117.237512
701,E18010000753,32.823078,-117.228040
702,E18010000754,32.701466,-117.144270
703,E18010000755,32.759133,-117.138903
704,E18010000756,32.581877,-117.004623
705,E18010000757,32.761387,-117.224088
706,E18010000758,32.712831,-117.133736
707,E18010000759,32.577212,-117.073744
708,E18010000760,32.751457,-117.103233
709,E18010000761,32.750889,-117.239855
710,E18010000762,32.714783,-117.139686
711,E18010000763,32.744204,-117.187597
712,E18010000764,32.800275,-117.213436
713,E18010000765,32.970260,-117.190364
714,E18010000766,32.729296,-117.088220
715,E18010000767,32.916781,-117.158203
716,E18010000768,32.733414,-117.146084
717,E18010000769,32.738814,-117.058979
718,E18010000770,32.790763,-117.255089
719,E18010000771,32.811799,-117.200921
720,E18010000773,32.591519,-117.075399
721,E18010000774,32.957955,-117.121516
722,E18010000775,32.693956,-117.110288
723,E18010000777,32.548725,-117.035212
724,E18010000778,32.704138,-117.150084
725,E18010000779,32.704138,-117.150084
726,E18010000780,32.704138,-117.150084
727,E18010000781,32.703542,-117.150453
728,E18010000782,32.760508,-117.068730
729,E18010000783,33.019304,-117.120098
730,E18010000784,32.764744,-117.196452
731,E18010000785,32.569078,-117.070160
732,E18010000786,32.751440,-117.099813
733,E18010000787,32.715738,-117.161084
