,incident_num,lat,lng
14138,E23010014513,32.743282,-117.251532
14139,E23010014514,32.745876,-117.093167
14140,E23010014515,32.769889,-117.250940
14141,E23010014516,32.706279,-117.146714
14142,E23010014518,32.704198,-117.098297
14143,E23010014519,32.742166,-117.130391
14144,E23010014520,32.788274,-117.240604
14145,E23010014521,32.759886,-117.185705
14146,E23010014522,32.701102,-117.030534
14147,E23010014523,32.744490,-117.092357
14148,E23010014524,32.549499,-117.036002
14149,E23010014525,32.702676,-117.048822
14150,E23010014526,32.824485,-117.165492
14151,E23010014527,32.747079,-117.248903
14152,E23010014528,32.864004,-117.199380
14153,E23010014529,32.954443,-117.210017
14154,E23010014530,32.748050,-117.118097
14155,E23010014531,32.710708,-117.059767
14156,E23010014532,32.770714,-117.068601
14157,E23010014533,32.785716,-117.101515
14158,E23010014534,32.704135,-117.086770
14159,E23010014535,32.792920,-117.203201
14160,E23010014536,32.692023,-117.089573
14161,E23010014537,32.757235,-117.148782
14162,E23010014538,32.701968,-117.146616
14163,E23010014539,32.689556,-117.026936
14164,E23010014540,32.961912,-117.154246
14165,E23010014541,32.701466,-117.144270
14166,E23010014542,32.744324,-117.149235
14167,E23010014543,32.804436,-117.242302
14168,E23010014544,32.588500,-117.029032
14169,E23010014545,32.744490,-117.092357
14170,E23010014547,32.814488,-117.225026
14171,E23010014548,32.685527,-117.038464
14172,E23010014549,32.722738,-117.086202
14173,E23010014550,32.877043,-117.216227
14174,E23010014551,32.957955,-117.121516
14175,E23010014552,32.731437,-117.151428
14176,E23010014553,32.907289,-117.124246
14177,E23010014554,32.794497,-117.256047
14178,E23010014555,32.722003,-117.157464
14179,E23010014556,32.748572,-117.249629
14180,E23010014559,32.754075,-117.131408
14181,E23010014560,32.837475,-117.278228
14182,E23010014561,32.703052,-117.067425
14183,E23010014562,32.959536,-117.107978
14184,E23010014563,32.719403,-117.109796
14185,E23010014564,32.711586,-117.150359
14186,E23010014565,32.545300,-117.030612
14187,E23010014566,32.706530,-117.139845
14188,E23010014567,32.988549,-117.075281
14189,E23010014568,32.769817,-117.044871
14190,E23010014569,32.702131,-117.135329
14191,E23010014570,32.724577,-117.069067
14192,E23010014571,32.749936,-117.199747
14193,E23010014572,32.727704,-117.153287
14194,E23010014574,32.907320,-117.156377
14195,E23010014575,32.715730,-117.075733
14196,E23010014576,32.767219,-117.056434
14197,E23010014578,32.546324,-117.040384
14198,E23010014579,32.740307,-117.104583
14199,E23010014580,32.703369,-117.042903
14200,E23010014581,32.747005,-117.227448
14201,E23010014582,32.764006,-117.193517
14202,E23010014583,32.789323,-117.179917
14203,E23010014584,32.713662,-117.151960
14204,E23010014585,32.709529,-117.131125
14205,E23010014586,32.710445,-117.158291
14206,E23010014587,32.715973,-117.151728
14207,E23010014588,32.820227,-117.175755
14208,E23010014589,32.709498,-117.138167
14209,E23010014590,32.714704,-117.153862
14210,E23010014591,32.769945,-117.204030
14211,E23010014592,32.749296,-117.072941
14212,E23010014593,32.769945,-117.204030
14213,E23010014594,32.747785,-117.105728
14214,E23010014595,32.891063,-117.242636
14215,E23010014596,32.867393,-117.198900
14216,E23010014597,32.708646,-117.153061
14217,E23010014598,32.850516,-117.255057
14218,E23010014599,32.718809,-117.166502
14219,E23010014600,32.668769,-117.110454
14220,E23010014601,32.749983,-117.160899
14221,E23010014602,32.713679,-117.150395
14222,E23010014603,32.707546,-117.153845
14223,E23010014604,32.719403,-117.109796
14224,E23010014606,32.712400,-117.154674
14225,E23010014607,32.705422,-117.149311
14226,E23010014608,32.807332,-117.238279
14227,E23010014609,32.714559,-117.157554
14228,E23010014611,32.750251,-117.070386
14229,E23010014612,32.705930,-117.093661
14230,E23010014613,32.716808,-117.156542
14231,E23010014614,32.749756,-117.115588
14232,E23010014615,32.946585,-117.240701
14233,E23010014616,32.715973,-117.151728
14234,E23010014617,32.571710,-117.049190
14235,E23010014618,32.949256,-117.247419
14236,E23010014619,32.760862,-117.105331
14237,E23010014620,32.567580,-116.953702
14238,E23010014621,32.710528,-117.140238
14239,E23010014622,32.816232,-117.185189
14240,E23010014623,32.715973,-117.151728
14241,E23010014624,32.567834,-116.975706
14242,E23010014625,32.719403,-117.109796
14243,E23010014627,32.949538,-117.235801
14244,E23010014628,32.912782,-117.143791
14245,E23010014629,32.714559,-117.157554
14246,E23010014630,32.719872,-117.168293
14247,E23010014631,32.765926,-117.066925
14248,E23010014632,32.715973,-117.151728
14249,E23010014633,32.777642,-117.058757
14250,E23010014634,32.727473,-117.180103
14251,E23010014635,32.715412,-117.157708
14252,E23010014636,32.701851,-117.040073
14253,E23010014637,32.719403,-117.109796
14254,E23010014638,32.706530,-117.139845
14255,E23010014639,32.746053,-117.249272
14256,E23010014640,32.545300,-117.030612
14257,E23010014641,32.686848,-117.102033
14258,E23010014642,32.716786,-117.164748
14259,E23010014643,32.789610,-117.130741
14260,E23010014644,32.698381,-117.133811
14261,E23010014645,32.757915,-117.079264
14262,E23010014646,32.720916,-117.161120
14263,E23010014647,33.016773,-117.062732
14264,E23010014648,32.742211,-117.188627
14265,E23010014649,32.801273,-117.236509
14266,E23010014650,32.717646,-117.162481
14267,E23010014651,32.755360,-117.148773
14268,E23010014652,32.711028,-117.151905
14269,E23010014653,32.794497,-117.256047
14270,E23010014654,32.838477,-117.129053
14271,E23010014655,32.753183,-117.099780
14272,E23010014656,32.714417,-117.159012
14273,E23010014657,32.699096,-117.146099
14274,E23010014658,32.838505,-117.248394
14275,E23010014659,32.961804,-117.187384
14276,E23010014660,32.716052,-117.093888
14277,E23010014661,32.761782,-117.160274
14278,E23010014663,32.834655,-117.127115
14279,E23010014665,32.830100,-117.135761
14280,E23010014666,32.910061,-117.105911
14281,E23010014667,32.841549,-117.171650
14282,E23010014668,32.740976,-117.162017
14283,E23010014669,32.757308,-117.083611
14284,E23010014670,32.768588,-117.053632
14285,E23010014671,32.749759,-117.206153
14286,E23010014672,32.717961,-117.129611
14287,E23010014673,32.715738,-117.161084
14288,E23010014674,32.837755,-117.199719
14289,E23010014675,32.586217,-117.095706
14290,E23010014676,32.751977,-117.234583
14291,E23010014677,32.804840,-117.214120
14292,E23010014678,32.706304,-117.151893
14293,E23010014679,32.820227,-117.175755
14294,E23010014680,32.763255,-117.107348
14295,E23010014681,32.769720,-117.051531
14296,E23010014682,32.584643,-117.065701
14297,E23010014683,32.548725,-117.035212
14298,E23010014684,32.706530,-117.139845
14299,E23010014685,32.838558,-116.973746
14300,E23010014686,32.697100,-117.108192
14301,E23010014687,32.746990,-117.234168
14302,E23010014688,32.713586,-117.079177
14303,E23010014689,32.719889,-117.162924
14304,E23010014690,32.771936,-117.186046
14305,E23010014691,32.727468,-117.160433
14306,E23010014692,32.743323,-117.163854
14307,E23010014693,32.754922,-117.081432
14308,E23010014694,32.972370,-117.151059
14309,E23010014695,32.773440,-117.056302
14310,E23010014696,32.545300,-117.030612
14311,E23010014697,32.828990,-117.160169
14312,E23010014698,32.757470,-117.211101
14313,E23010014699,32.553264,-117.047528
14314,E23010014700,32.565976,-117.066729
14315,E23010014701,32.703369,-117.042903
14316,E23010014702,33.088739,-116.980324
14317,E23010014703,32.709424,-117.148119
14318,E23010014704,32.558432,-117.048024
14319,E23010014705,32.988562,-117.195909
14320,E23010014706,32.741148,-117.153347
14321,E23010014707,32.703369,-117.042903
14322,E23010014708,33.024957,-117.135516
14323,E23010014709,32.981669,-117.245541
14324,E23010014710,32.751851,-117.204493
14325,E23010014711,32.749540,-117.089604
14326,E23010014712,32.831834,-117.163824
14327,E23010014713,32.802935,-117.163127
14328,E23010014714,32.761006,-117.067071
14329,E23010014715,32.715738,-117.161084
14330,E23010014716,32.854883,-117.230058
14331,E23010014717,32.753110,-117.248362
14332,E23010014718,32.747799,-117.106980
14333,E23010014719,32.734090,-117.113276
14334,E23010014720,32.713845,-117.121629
14335,E23010014721,32.943986,-117.240559
14336,E23010014722,32.771067,-117.145902
14337,E23010014723,32.712579,-117.159215
14338,E23010014724,32.725367,-117.119222
14339,E23010014725,32.990178,-117.076610
14340,E23010014726,32.827276,-117.148825
14341,E23010014727,32.765008,-117.195069
14342,E23010014728,32.706287,-117.153437
14343,E23010014729,32.769889,-117.250940
14344,E23010014730,32.742141,-117.183605
14345,E23010014731,32.743940,-117.136810
14346,E23010014732,32.747387,-117.157201
14347,E23010014733,32.749540,-117.089604
14348,E23010014734,32.831345,-117.131085
14349,E23010014735,32.771936,-117.186046
14350,E23010014736,32.809643,-117.067997
14351,E23010014737,32.713632,-117.157409
14352,E23010014738,32.711642,-117.158491
14353,E23010014739,32.705005,-117.087045
14354,E23010014740,32.728722,-117.157554
14355,E23010014741,32.995382,-117.151382
14356,E23010014742,32.825582,-117.150097
14357,E23010014743,32.769451,-117.170218
14358,E23010014744,32.756465,-117.087923
14359,E23010014746,32.745142,-117.158382
14360,E23010014747,32.743683,-117.245859
14361,E23010014748,32.782889,-117.250236
14362,E23010014749,32.755328,-117.097575
14363,E23010014750,32.834461,-117.178710
14364,E23010014751,32.715780,-117.153838
14365,E23010014752,32.754922,-117.081432
14366,E23010014753,32.586490,-117.059623
14367,E23010014754,32.717861,-117.149520
14368,E23010014755,32.747870,-117.252697
14369,E23010014756,32.575999,-117.089252
14370,E23010014757,32.711028,-117.151905
14371,E23010014758,32.780353,-117.221882
14372,E23010014759,32.739164,-117.255278
14373,E23010014763,32.780291,-117.163732
14374,E23010014764,32.586521,-117.067412
14375,E23010014765,32.919920,-117.116435
14376,E23010014766,32.753169,-117.099774
14377,E23010014767,32.706559,-117.151523
14378,E23010014768,32.728229,-117.166646
14379,E23010014769,32.823941,-117.158712
14380,E23010014770,32.806689,-117.217839
14381,E23010014771,32.755382,-117.136167
14382,E23010014772,32.808445,-117.120222
14383,E23010014773,32.820227,-117.175755
14384,E23010014774,32.718832,-117.163875
14385,E23010014775,32.743470,-117.163242
14386,E23010014776,32.799087,-117.141477
14387,E23010014777,32.573755,-117.067024
14388,E23010014778,32.802748,-117.116766
14389,E23010014779,32.569271,-117.066740
14390,E23010014780,32.745903,-117.102071
14391,E23010014781,32.583544,-117.045428
14392,E23010014782,32.717821,-117.155632
14393,E23010014783,32.719996,-117.160364
14394,E23010014784,32.731392,-117.160277
14395,E23010014785,32.769451,-117.170218
14396,E23010014786,32.749731,-117.106968
14397,E23010014787,32.582023,-117.084115
14398,E23010014788,32.709426,-117.156465
14399,E23010014789,32.706530,-117.139845
14400,E23010014790,32.755729,-117.200927
14401,E23010014791,32.753141,-117.093324
14402,E23010014794,32.748991,-117.072693
14403,E23010014795,32.727166,-117.068530
14404,E23010014796,32.728722,-117.157554
14405,E23010014797,32.743385,-117.146439
14406,E23010014798,32.759144,-117.133897
14407,E23010014799,32.744055,-117.103298
14408,E23010014800,32.697577,-117.131522
14409,E23010014801,32.745000,-117.225209
14410,E23010014802,32.858113,-117.256038
14411,E23010014803,32.738705,-117.161267
14412,E23010014804,32.739191,-117.166748
14413,E23010014805,32.811799,-117.200921
14414,E23010014806,32.759330,-117.179314
14415,E23010014807,32.795188,-117.096374
14416,E23010014808,32.751945,-117.205345
14417,E23010014809,32.817149,-117.156399
14418,E23010014810,32.702378,-117.068421
14419,E23010014811,32.834532,-117.152881
14420,E23010014812,32.565976,-117.066729
14421,E23010014813,32.591519,-117.075399
14422,E23010014814,32.767183,-117.148887
14423,E23010014815,32.774879,-117.145090
14424,E23010014816,32.709529,-117.131125
14425,E23010014817,32.745484,-117.227258
14426,E23010014818,32.694317,-117.072887
14427,E23010014819,32.788617,-117.161847
14428,E23010014820,32.799932,-117.240649
14429,E23010014821,32.814099,-117.151597
14430,E23010014822,32.724296,-117.163518
14431,E23010014823,32.714704,-117.153853
14432,E23010014825,32.848211,-117.274026
14433,E23010014826,32.749759,-117.206153
14434,E23010014827,32.742114,-117.173149
14435,E23010014828,32.739990,-117.159656
14436,E23010014829,32.759030,-117.116806
14437,E23010014830,32.831122,-117.237182
14438,E23010014832,32.717623,-117.123858
14439,E23010014833,32.726061,-117.102969
14440,E23010014834,32.760508,-117.068730
14441,E23010014835,32.697559,-117.118833
14442,E23010014836,32.815526,-117.156438
14443,E23010014837,32.752182,-117.076949
14444,E23010014838,32.587095,-117.060419
14445,E23010014839,32.774178,-117.142035
14446,E23010014840,32.731392,-117.160285
14447,E23010014841,32.689558,-117.036272
14448,E23010014842,32.743096,-117.174921
14449,E23010014843,32.708380,-117.154131
14450,E23010014844,32.749372,-117.207733
14451,E23010014845,32.580273,-117.050488
14452,E23010014846,32.750368,-117.214082
14453,E23010014847,32.682781,-117.038433
14454,E23010014848,32.783562,-117.099359
14455,E23010014849,32.905359,-117.120623
14456,E23010014850,32.566956,-116.977821
14457,E23010014851,32.793668,-117.170694
14458,E23010014852,32.942646,-117.240767
14459,E23010014853,32.708581,-117.152209
14460,E23010014855,32.764985,-117.157617
14461,E23010014856,32.686315,-117.114545
14462,E23010014857,32.834493,-117.197763
14463,E23010014858,32.770767,-117.076461
14464,E23010014859,32.759024,-117.087885
14465,E23010014861,32.591519,-117.075399
14466,E23010014862,32.831336,-117.211476
14467,E23010014863,32.726550,-117.217524
14468,E23010014864,32.734814,-117.093415
14469,E23010014865,32.813707,-117.248392
14470,E23010014866,32.863053,-117.210251
14471,E23010014867,32.716998,-117.165055
14472,E23010014868,32.836970,-117.274276
14473,E23010014869,32.834544,-117.194740
14474,E23010014870,32.721780,-117.240901
14475,E23010014872,32.723444,-117.234727
14476,E23010014873,32.957955,-117.121516
14477,E23010014874,32.705981,-117.103035
14478,E23010014875,32.573670,-117.055279
14479,E23010014876,32.909511,-117.159492
14480,E23010014877,32.762891,-117.203646
14481,E23010014878,32.695136,-117.132101
14482,E23010014880,32.745903,-117.102071
14483,E23010014881,32.816070,-117.246791
14484,E23010014882,32.548725,-117.035212
14485,E23010014883,32.808236,-117.144899
14486,E23010014885,32.715004,-117.157851
14487,E23010014886,32.708983,-117.093705
14488,E23010014887,32.913717,-117.120558
14489,E23010014888,32.751557,-117.116189
14490,E23010014889,32.755729,-117.200927
14491,E23010014890,32.802807,-117.138848
14492,E23010014891,32.733498,-117.159409
14493,E23010014892,32.741022,-117.247874
14494,E23010014893,32.704069,-117.098001
14495,E23010014894,32.695936,-117.093738
14496,E23010014895,32.710480,-117.148551
14497,E23010014896,32.728229,-117.166646
14498,E23010014897,32.803706,-117.135061
14499,E23010014898,32.910428,-117.201118
14500,E23010014899,32.742141,-117.183605
14501,E23010014900,33.018397,-117.131843
14502,E23010014902,32.755182,-117.212308
14503,E23010014903,32.758384,-117.198181
14504,E23010014904,32.990952,-117.216285
14505,E23010014905,32.561507,-117.062418
14506,E23010014906,32.739191,-117.166748
14507,E23010014907,32.769889,-117.250940
14508,E23010014908,32.732951,-117.088323
14509,E23010014909,32.711539,-117.159207
14510,E23010014910,32.990952,-117.216285
14511,E23010014911,32.709419,-117.150373
14512,E23010014912,32.714559,-117.157554
14513,E23010014913,32.721023,-117.171900
14514,E23010014914,32.803281,-117.075140
14515,E23010014915,32.704198,-117.098297
14516,E23010014916,32.753152,-117.097623
14517,E23010014917,32.882308,-117.155656
14518,E23010014918,32.715738,-117.161084
14519,E23010014919,32.765008,-117.195069
14520,E23010014920,32.927851,-117.131775
14521,E23010014921,32.769451,-117.170218
14522,E23010014922,32.769889,-117.250940
14523,E23010014923,32.788796,-117.237675
14524,E23010014925,32.750814,-117.229726
14525,E23010014926,33.009036,-117.077167
14526,E23010014927,32.749540,-117.089604
14527,E23010014928,32.723059,-117.168458
14528,E23010014929,32.749983,-117.160899
14529,E23010014930,32.715130,-117.158562
14530,E23010014931,32.786471,-117.170376
14531,E23010014932,32.746008,-117.245435
14532,E23010014933,32.561280,-117.040867
14533,E23010014934,32.802023,-117.026326
14534,E23010014935,32.729575,-117.056324
14535,E23010014936,32.701644,-117.073190
14536,E23010014937,32.556667,-116.945069
14537,E23010014938,32.756050,-117.059105
14538,E23010014939,32.874091,-117.209436
14539,E23010014940,32.700513,-117.033362
14540,E23010014941,32.820369,-117.175194
14541,E23010014942,32.788854,-117.111634
14542,E23010014943,32.711547,-117.158300
14543,E23010014944,32.767183,-117.148887
14544,E23010014945,32.921090,-117.069626
14545,E23010014946,32.714217,-117.021747
14546,E23010014947,32.700788,-117.133827
14547,E23010014948,32.737678,-117.085114
14548,E23010014949,32.745903,-117.102071
14549,E23010014950,32.568031,-116.988308
14550,E23010014951,32.894482,-117.128700
14551,E23010014952,32.713632,-117.157409
14552,E23010014953,32.715878,-117.157046
14553,E23010014954,32.760955,-117.250991
14554,E23010014955,32.755344,-117.104743
14555,E23010014956,32.751851,-117.204493
14556,E23010014957,32.913857,-117.132946
14557,E23010014958,32.748258,-117.161626
14558,E23010014959,32.982072,-117.077412
14559,E23010014960,32.746966,-117.025486
14560,E23010014961,32.712083,-117.049098
14561,E23010014962,32.788796,-117.237675
14562,E23010014963,32.757308,-117.083611
14563,E23010014965,32.924009,-117.147959
14564,E23010014966,32.748710,-117.153314
14565,E23010014967,32.719116,-117.164913
14566,E23010014968,32.770882,-117.158022
14567,E23010014969,32.750422,-117.208751
14568,E23010014972,32.717946,-117.156719
14569,E23010014973,32.715738,-117.161084
14570,E23010014974,32.708383,-117.143983
14571,E23010014975,32.708383,-117.143983
14572,E23010014976,32.768930,-117.171608
14573,E23010014977,32.692215,-117.108793
14574,E23010014978,32.750298,-117.158927
14575,E23010014979,32.757183,-117.114174
14576,E23010014980,32.726531,-117.172863
14577,E23010014981,32.696795,-117.087419
14578,E23010014982,32.783196,-117.098365
14579,E23010014983,32.795188,-117.096374
14580,E23010014984,32.757193,-117.115240
14581,E23010014985,32.730620,-117.159409
14582,E23010014987,32.719883,-117.168657
14583,E23010014988,32.711679,-117.153613
14584,E23010014989,32.861376,-117.247477
14585,E23010014990,32.752227,-117.136350
14586,E23010014992,32.691949,-117.100176
14587,E23010014993,32.710490,-117.057997
14588,E23010014994,32.748792,-117.122027
14589,E23010014995,32.909511,-117.159492
14590,E23010014996,32.799594,-117.242755
14591,E23010014997,32.740274,-117.094463
14592,E23010014998,32.703369,-117.042903
14593,E23010014999,32.746023,-117.115629
14594,E23010015000,32.727157,-117.069464
14595,E23010015001,32.585804,-117.092694
14596,E23010015002,32.722675,-117.245476
14597,E23010015003,32.740274,-117.095547
14598,E23010015005,32.741774,-117.187644
14599,E23010015006,32.728893,-117.168560
14600,E23010015007,32.749540,-117.089604
14601,E23010015008,32.749062,-117.083776
14602,E23010015009,32.751945,-117.205345
14603,E23010015010,32.710490,-117.057997
14604,E23010015011,32.745142,-117.158382
14605,E23010015012,32.752916,-117.226534
14606,E23010015013,32.808946,-117.259236
14607,E23010015014,32.764710,-117.081324
14608,E23010015015,32.569243,-117.063889
14609,E23010015016,32.881866,-117.197264
14610,E23010015017,32.769945,-117.204030
14611,E23010015018,32.740274,-117.094463
14612,E23010015019,32.805326,-117.200042
14613,E23010015020,33.023927,-117.082198
14614,E23010015021,32.720886,-117.167401
14615,E23010015022,32.688724,-117.046455
14616,E23010015023,32.696795,-117.087419
14617,E23010015024,32.831459,-117.112193
14618,E23010015025,32.561806,-117.060083
14619,E23010015026,32.705294,-117.148507
14620,E23010015027,32.715973,-117.151728
14621,E23010015028,32.794281,-117.207271
14622,E23010015029,32.586249,-117.092830
14623,E23010015030,32.757308,-117.083611
14624,E23010015031,32.948758,-117.247459
14625,E23010015032,32.734090,-117.113276
14626,E23010015033,32.753099,-117.207154
14627,E23010015034,32.731232,-117.161241
14628,E23010015035,32.942646,-117.240767
14629,E23010015036,32.815854,-117.269667
14630,E23010015037,32.696065,-117.080961
14631,E23010015038,32.804411,-117.027558
14632,E23010015039,32.715945,-117.164017
14633,E23010015041,32.716695,-117.162943
14634,E23010015042,32.712763,-117.160160
14635,E23010015043,32.861337,-117.221670
14636,E23010015044,32.798473,-117.049477
14637,E23010015045,32.823989,-117.182972
14638,E23010015046,32.794933,-117.254843
14639,E23010015047,32.757795,-117.088989
14640,E23010015048,32.731232,-117.161241
14641,E23010015050,32.714816,-117.160416
14642,E23010015051,32.790012,-117.253538
14643,E23010015052,32.783047,-117.086247
14644,E23010015053,32.573043,-117.082511
14645,E23010015054,32.550575,-117.037639
14646,E23010015055,32.715824,-117.160285
14647,E23010015056,32.830312,-117.122615
14648,E23010015057,32.720886,-117.167392
14649,E23010015059,32.749714,-117.204477
14650,E23010015060,32.712763,-117.160160
14651,E23010015061,32.749540,-117.089604
14652,E23010015062,32.749540,-117.089604
14653,E23010015063,32.737473,-117.113651
14654,E23010015065,32.571129,-117.058123
14655,E23010015066,32.582384,-117.100377
14656,E23010015067,32.766361,-117.230528
14657,E23010015068,32.761016,-117.122903
14658,E23010015070,32.752215,-117.153435
14659,E23010015071,32.809860,-117.131776
14660,E23010015072,32.757308,-117.083611
14661,E23010015073,32.773777,-117.175380
14662,E23010015074,32.747229,-117.193469
14663,E23010015075,32.586649,-117.095554
14664,E23010015076,32.726616,-117.112337
14665,E23010015077,32.747229,-117.193469
14666,E23010015078,32.800275,-117.213436
14667,E23010015079,32.710999,-117.150358
14668,E23010015080,32.831700,-117.131032
14669,E23010015081,32.711558,-117.149448
14670,E23010015082,32.888290,-117.183556
14671,E23010015083,32.706530,-117.139845
14672,E23010015084,32.740366,-117.112239
14673,E23010015085,32.716177,-117.156539
14674,E23010015086,32.560178,-117.049374
14675,E23010015087,32.721957,-117.166493
14676,E23010015088,32.706559,-117.151523
14677,E23010015089,32.734090,-117.113276
14678,E23010015090,32.731392,-117.160285
14679,E23010015091,32.715738,-117.161084
14680,E23010015092,32.713742,-117.159375
14681,E23010015093,32.909511,-117.159492
14682,E23010015095,32.818334,-117.180201
14683,E23010015097,32.760396,-117.176224
14684,E23010015098,32.715738,-117.161084
14685,E23010015099,32.960932,-117.190478
14686,E23010015100,32.709937,-117.058341
14687,E23010015101,32.764605,-117.195936
14688,E23010015102,32.796985,-117.094417
14689,E23010015104,32.741148,-117.153347
14690,E23010015105,32.741148,-117.153347
14691,E23010015106,32.576417,-117.084131
14692,E23010015107,32.821944,-117.249450
14693,E23010015108,32.759886,-117.185705
14694,E23010015109,32.704890,-117.118779
14695,E23010015110,32.772175,-117.252550
14696,E23010015111,32.851090,-117.214550
14697,E23010015112,32.704231,-117.149746
14698,E23010015113,32.802486,-117.229783
14699,E23010015114,32.739214,-117.111996
14700,E23010015116,32.736379,-117.254888
14701,E23010015117,32.785785,-117.110354
14702,E23010015118,32.758715,-117.076134
14703,E23010015119,32.703247,-117.133843
14704,E23010015120,32.752916,-117.226534
14705,E23010015121,32.706530,-117.139845
14706,E23010015122,32.750351,-117.131400
14707,E23010015123,32.827766,-117.206195
14708,E23010015125,32.801535,-117.141919
14709,E23010015126,32.699439,-117.122577
14710,E23010015127,32.715973,-117.151728
14711,E23010015128,32.770646,-117.159583
14712,E23010015129,32.719403,-117.109796
14713,E23010015130,32.769945,-117.204030
14714,E23010015131,32.581909,-117.082114
14715,E23010015132,32.940456,-117.039116
14716,E23010015134,32.706299,-117.150366
14717,E23010015135,32.816225,-117.150828
14718,E23010015136,32.769451,-117.170218
14719,E23010015137,32.719403,-117.109796
14720,E23010015139,32.712069,-117.043088
14721,E23010015140,32.724075,-117.161148
14722,E23010015141,32.748481,-117.127718
14723,E23010015142,32.774533,-117.221301
14724,E23010015143,32.802994,-117.239843
14725,E23010015144,32.784917,-117.129159
14726,E23010015145,32.696105,-117.105676
14727,E23010015146,32.824249,-117.096950
14728,E23010015147,32.780353,-117.221882
14729,E23010015148,32.707586,-117.160287
14730,E23010015149,32.708380,-117.154131
14731,E23010015151,32.754071,-117.135123
14732,E23010015152,32.706299,-117.150366
14733,E23010015153,32.740441,-117.148416
14734,E23010015154,32.711555,-117.153882
14735,E23010015155,32.749974,-117.165044
14736,E23010015156,32.766522,-117.199339
14737,E23010015157,32.591519,-117.075399
14738,E23010015158,32.719403,-117.109796
14739,E23010015159,32.735216,-117.066664
14740,E23010015160,32.744237,-117.132816
14741,E23010015161,32.749902,-117.173216
14742,E23010015162,32.591519,-117.075399
14743,E23010015163,32.855234,-117.217615
14744,E23010015164,32.578016,-117.003418
14745,E23010015165,32.941476,-117.081857
14746,E23010015166,32.719020,-117.160447
14747,E23010015167,32.734814,-117.093415
14748,E23010015168,32.753109,-117.087980
14749,E23010015169,32.859720,-117.207631
14750,E23010015170,32.800542,-117.229335
14751,E23010015171,32.699830,-117.029739
14752,E23010015172,32.748481,-117.127718
14753,E23010015173,32.798973,-117.236517
14754,E23010015175,32.749550,-117.092303
14755,E23010015176,32.695981,-117.125343
14756,E23010015177,32.798973,-117.236517
14757,E23010015179,32.717984,-117.164032
14758,E23010015180,32.706609,-117.133745
14759,E23010015181,32.749742,-117.102138
14760,E23010015182,32.698645,-117.095864
14761,E23010015183,32.759958,-117.070460
14762,E23010015184,32.752397,-117.072048
14763,E23010015185,32.770235,-117.061770
14764,E23010015186,32.911326,-117.154650
14765,E23010015187,32.715766,-117.149488
14766,E23010015188,32.686315,-117.114545
14767,E23010015189,32.697605,-117.114626
14768,E23010015190,32.688633,-117.117900
14769,E23010015191,32.728722,-117.157554
14770,E23010015192,32.785068,-117.110817
14771,E23010015193,32.785002,-117.097757
14772,E23010015195,32.749540,-117.089604
14773,E23010015196,32.578444,-117.083583
14774,E23010015197,32.989967,-117.080513
14775,E23010015198,32.756453,-117.100820
14776,E23010015199,32.933366,-117.239715
14777,E23010015200,32.806145,-117.219054
14778,E23010015201,32.846945,-117.275141
14779,E23010015202,32.820357,-117.173437
14780,E23010015203,32.775371,-117.142667
14781,E23010015204,32.724541,-117.105146
14782,E23010015205,32.695969,-117.127617
14783,E23010015206,32.711028,-117.151905
14784,E23010015207,32.747704,-117.095522
14785,E23010015208,32.756810,-117.086861
14786,E23010015209,32.694946,-117.125335
14787,E23010015210,32.748732,-117.106973
14788,E23010015211,32.772724,-117.157487
14789,E23010015215,32.754071,-117.135123
14790,E23010015216,32.872672,-117.213964
14791,E23010015217,32.885484,-117.159802
14792,E23010015218,32.840567,-117.272851
14793,E23010015220,32.814670,-117.012709
14794,E23010015221,32.707322,-117.054885
14795,E23010015222,32.749773,-117.088962
14796,E23010015223,32.769945,-117.204030
14797,E23010015224,32.794497,-117.256047
14798,E23010015225,32.692819,-117.129957
14799,E23010015226,32.750755,-117.207085
14800,E23010015228,32.905397,-117.069528
14801,E23010015229,32.911676,-117.082816
14802,E23010015230,32.565976,-117.066729
14803,E23010015232,32.800676,-117.237512
14804,E23010015233,32.769769,-117.076270
14805,E23010015234,32.690320,-117.113923
14806,E23010015236,32.950921,-117.097819
14807,E23010015238,32.711668,-117.127410
14808,E23010015239,32.711541,-117.152817
14809,E23010015240,32.693921,-117.118052
14810,E23010015241,32.858113,-117.256038
14811,E23010015242,32.786471,-117.170376
14812,E23010015243,32.837676,-117.200812
14813,E23010015244,32.703171,-117.093734
14814,E23010015245,32.825860,-117.157301
14815,E23010015246,32.796448,-117.251531
14816,E23010015247,32.709568,-117.125238
14817,E23010015248,32.793443,-117.255729
14818,E23010015249,32.747849,-117.208192
14819,E23010015250,32.725103,-117.162970
14820,E23010015251,32.705178,-117.143668
14821,E23010015252,32.693921,-117.118052
14822,E23010015253,32.748670,-117.130025
14823,E23010015254,32.689412,-117.085566
14824,E23010015255,32.828961,-117.163682
14825,E23010015256,32.805102,-117.142813
14826,E23010015257,32.694840,-117.138237
14827,E23010015258,32.675946,-117.069247
14828,E23010015259,32.770893,-117.156155
14829,E23010015260,32.578444,-117.083583
14830,E23010015261,32.716863,-117.140295
14831,E23010015262,32.736518,-117.081451
14832,E23010015263,32.706823,-117.082879
14833,E23010015264,32.689412,-117.085566
14834,E23010015265,32.691157,-117.123531
14835,E23010015266,32.715973,-117.151728
14836,E23010015267,32.872672,-117.213964
